ip_address,name,as_number,as_org,country_code,city,version,error,dnssec,reliability,checked_at,created_at
103.99.26.110,,136920,"Gardamor, Lda",TL,,,i/o timeout,,0.10,2023-02-17T07:11:32Z,2022-12-18T15:18:03Z
180.189.167.34,hngv02-tt.timortelecom.tl.,38077,"Timor Telecom, SA",TL,,,,false,0.78,2023-02-19T06:54:05Z,2022-12-24T07:40:47Z
