ip_address,name,as_number,as_org,country_code,city,version,error,dnssec,reliability,checked_at,created_at
64.210.41.182,,14813,BB-COLUMBUS,BB,Bridgetown,,,false,1.00,2022-08-07T01:29:44Z,2022-08-07T01:29:44Z
64.119.204.103,,35900,DIGI-BDS-ASN,BB,Bridgetown,,i/o timeout,,0.97,2022-12-06T22:00:41Z,2022-11-15T21:26:11Z
65.166.246.17,,14813,BB-COLUMBUS,BB,Bridgetown,dnsmasq-2.85,,false,1.00,2023-03-15T09:52:20Z,2023-03-13T22:20:11Z
196.3.193.49,,35900,DIGI-BDS-ASN,BB,Holetown,,,false,1.00,2023-03-18T02:49:59Z,2023-03-15T05:29:18Z
205.214.215.7,,11139,CWC-ROC-11139,BB,,unbound 1.4.22,,false,0.74,2023-04-21T21:46:13Z,2023-03-17T03:33:38Z
69.73.196.191,,14813,BB-COLUMBUS,BB,Bridgetown,,,false,0.40,2023-08-17T15:53:49Z,2023-03-19T02:26:01Z
64.119.194.243,,35900,DIGI-BDS-ASN,BB,Bridgetown,,connection refused,,0.00,2023-08-17T21:11:46Z,2017-01-08T23:18:47Z
64.119.195.129,,35900,DIGI-BDS-ASN,BB,Bridgetown,,i/o timeout,,0.00,2023-08-17T21:11:55Z,2017-01-08T23:18:48Z
69.73.199.216,,46408,COLUMBUS-COMMUNICATION-SVG,BB,Bridgetown,,i/o timeout,,0.00,2023-08-17T21:12:53Z,2017-03-18T22:10:32Z
69.80.55.143,,46408,COLUMBUS-COMMUNICATION-SVG,BB,Bridgetown,,i/o timeout,,0.00,2023-08-17T21:12:53Z,2017-03-18T22:10:48Z
