ip_address,name,as_number,as_org,country_code,city,version,error,dnssec,reliability,checked_at,created_at
202.124.231.136,,17893,Palau National Communications Corp.,PW,Ngetkib,dnsmasq-2.52,,true,0.87,2022-11-11T00:59:01Z,2022-11-04T15:42:59Z
202.124.225.237,202-124-225-237.dynamic.pnccpalau.com.,17893,Palau National Communications Corp.,PW,Angaur State,,,true,1.00,2022-12-06T23:50:28Z,2022-11-24T12:16:26Z
202.124.226.12,202-124-226-12.dynamic.pnccpalau.com.,17893,Palau National Communications Corp.,PW,Kayangel,,,true,1.00,2022-12-06T23:53:31Z,2022-11-27T18:50:47Z
202.124.226.133,202-124-226-133.dynamic.pnccpalau.com.,17893,Palau National Communications Corp.,PW,Sonsorol Village,dnsmasq-2.52,,true,0.91,2023-02-18T10:12:50Z,2022-12-19T23:03:45Z
202.124.226.157,202-124-226-157.dynamic.pnccpalau.com.,17893,Palau National Communications Corp.,PW,Sonsorol Village,,i/o timeout,,0.00,2023-08-17T21:58:04Z,2023-03-22T19:28:09Z
