ip_address,name,as_number,as_org,country_code,city,version,error,dnssec,reliability,checked_at,created_at
196.201.244.6,dns1.dataxprs.com.eg.,24863,LINKdotNET,EG,,,Unexpected result for wikileaks.org: {[[141 105 65 113] [195 35 109 44] [195 35 109 53] [185 165 168 41]]},,0.00,2021-09-01T18:46:43Z,2021-02-12T12:55:00Z
41.78.20.20,,37191,Raya-Holding,EG,,,i/o timeout,,0.00,2023-03-05T06:54:18Z,2021-09-25T23:24:05Z
154.236.189.28,,36992,Etisalat Misr,EG,,,,false,1.00,2021-09-26T15:12:57Z,2021-09-26T15:12:57Z
154.236.162.44,HOST-44-162.236.154.nile-online.net.,36992,Etisalat Misr,EG,Cairo,,i/o timeout,,0.00,2023-03-05T06:57:39Z,2021-09-26T15:30:18Z
193.227.50.3,mans.edu.eg.,328762,Mansoora-University,EG,,,,false,1.00,2021-10-02T16:38:42Z,2021-10-02T16:38:42Z
156.200.116.73,host-156.200.116.73.tedata.net.,8452,TE-AS,EG,,,,false,1.00,2021-10-18T14:35:14Z,2021-10-18T14:35:14Z
41.65.163.72,HOST-72-163.65.41.nile-online.net.,36992,Etisalat Misr,EG,,,,false,1.00,2021-10-18T14:38:28Z,2021-10-18T14:38:28Z
41.65.0.195,,36992,Etisalat Misr,EG,,,i/o timeout,,0.00,2023-02-25T20:55:48Z,2021-10-24T03:57:27Z
62.193.68.73,,36992,Etisalat Misr,EG,Cairo,,i/o timeout,,0.67,2021-11-09T15:04:37Z,2021-10-29T07:45:26Z
154.236.179.226,HOST-226-179.236.154.nile-online.net.,36992,Etisalat Misr,EG,,,i/o timeout,,0.50,2023-02-25T20:56:26Z,2021-10-29T07:57:21Z
41.65.236.61,,36992,Etisalat Misr,EG,Giza,,,false,1.00,2021-10-30T10:41:16Z,2021-10-30T10:41:16Z
41.65.67.166,,36992,Etisalat Misr,EG,,,,false,0.69,2021-11-09T15:06:28Z,2021-10-31T02:12:08Z
156.200.116.74,host-156.200.116.74.tedata.net.,8452,TE-AS,EG,,,,false,0.67,2021-11-09T15:06:15Z,2021-10-31T02:36:09Z
41.65.193.100,HOST-100-193.65.41.nile-online.net.,36992,Etisalat Misr,EG,,,i/o timeout,,0.00,2023-02-25T20:56:43Z,2021-10-31T08:44:39Z
41.65.236.48,,36992,Etisalat Misr,EG,Cairo,,i/o timeout,,0.67,2023-02-25T20:55:47Z,2021-11-01T03:05:34Z
41.65.162.75,,36992,Etisalat Misr,EG,,,,false,1.00,2021-11-01T10:54:34Z,2021-11-01T10:54:34Z
41.65.236.53,,36992,Etisalat Misr,EG,Giza,,,false,1.00,2021-11-01T12:11:36Z,2021-11-01T11:41:48Z
41.65.236.54,,36992,Etisalat Misr,EG,Cairo,,,false,1.00,2023-02-25T20:56:45Z,2021-11-01T11:57:13Z
41.65.174.60,HOST-60-174.65.41.nile-online.net.,36992,Etisalat Misr,EG,,,i/o timeout,,0.05,2021-11-09T15:04:27Z,2021-11-02T04:02:50Z
154.236.177.100,HOST-100-177.236.154.nile-online.net.,36992,Etisalat Misr,EG,,,Unexpected result for wikileaks.org: {[[51 159 197 136] [80 81 248 21]]},,0.02,2023-01-09T13:07:23Z,2021-11-02T11:01:52Z
41.65.46.180,HOST-180-46.65.41.nile-online.net.,36992,Etisalat Misr,EG,,,i/o timeout,,0.00,2023-02-25T20:56:00Z,2021-11-02T11:08:06Z
154.236.189.27,,36992,Etisalat Misr,EG,,,,false,1.00,2021-11-03T11:06:41Z,2021-11-03T04:16:43Z
154.236.184.74,HOST-74-184.236.154.nile-online.net.,36992,Etisalat Misr,EG,,,,false,1.00,2021-11-03T06:10:41Z,2021-11-03T06:10:41Z
41.65.236.37,,36992,Etisalat Misr,EG,Giza,,,false,1.00,2021-11-09T23:17:49Z,2021-11-05T10:14:30Z
196.201.244.7,,24863,LINKdotNET,EG,,,i/o timeout,,0.58,2022-02-09T08:07:10Z,2022-02-06T08:03:57Z
196.201.244.8,ns1.egyptcenters.com.,24863,LINKdotNET,EG,,,i/o timeout,,0.00,2022-04-22T10:11:44Z,2022-02-06T08:04:05Z
102.42.30.65,host-102.42.30.65.tedata.net.,8452,TE-AS,EG,Ismailia,,i/o timeout,,0.00,2022-12-24T18:09:19Z,2022-04-03T01:08:02Z
197.165.228.120,,24863,LINKdotNET,EG,Alexandria,,i/o timeout,,0.00,2023-02-15T21:19:05Z,2022-09-29T22:32:33Z
41.176.146.167,HOST-167-146.176.41.nile-online.net.,36992,Etisalat Misr,EG,,,,false,1.00,2022-09-30T08:28:38Z,2022-09-30T08:28:38Z
156.217.251.162,host-156.217.162.251-static.tedata.net.,8452,TE-AS,EG,Tanta,,i/o timeout,,0.02,2022-10-11T08:30:56Z,2022-10-03T04:53:20Z
154.236.179.233,HOST-233-179.236.154.nile-online.net.,36992,Etisalat Misr,EG,,,,false,1.00,2022-10-04T07:36:37Z,2022-10-03T23:11:02Z
213.212.200.34,,24835,RAYA Telecom - Egypt,EG,Al Qahirah al Jadidah,,,false,0.96,2022-10-12T08:31:58Z,2022-10-11T10:25:43Z
197.162.205.173,,24863,LINKdotNET,EG,Cairo,,,false,1.00,2022-10-14T06:42:44Z,2022-10-14T06:42:44Z
196.219.65.26,host-196.219.65.26-static.tedata.net.,8452,TE-AS,EG,Cairo,,SERVFAIL for rotten.com,,0.35,2022-10-25T15:40:33Z,2022-10-15T18:13:29Z
196.218.200.11,host-196.218.200.11-static.tedata.net.,8452,TE-AS,EG,Giza,,connection refused,,0.00,2023-02-08T23:54:59Z,2022-10-16T00:59:21Z
196.219.199.31,host-196.219.199.31-static.tedata.net.,8452,TE-AS,EG,Giza,,,false,1.00,2022-10-16T21:38:49Z,2022-10-16T21:38:49Z
102.45.137.93,host-102.45.137.93.tedata.net.,8452,TE-AS,EG,Tanta,,connection refused,,0.00,2023-02-24T01:45:48Z,2022-10-17T03:04:45Z
156.213.238.183,host-156.213.183.238-static.tedata.net.,8452,TE-AS,EG,Cairo,,,false,1.00,2022-10-17T18:19:10Z,2022-10-17T18:19:10Z
45.241.12.104,,24863,LINKdotNET,EG,Cairo,,i/o timeout,,0.00,2023-02-14T05:28:05Z,2022-10-17T19:16:11Z
154.236.75.190,HOST-190-75.236.154.nile-online.net.,36992,Etisalat Misr,EG,Cairo,,,false,1.00,2022-10-20T18:23:22Z,2022-10-20T18:23:22Z
41.44.234.15,host-41.44.234.15.tedata.net.,8452,TE-AS,EG,Cairo,,i/o timeout,,0.00,2023-02-14T15:48:22Z,2022-10-22T21:02:07Z
197.246.27.229,,20928,Noor Data Networks,EG,Cairo,,i/o timeout,,0.00,2023-02-09T00:07:56Z,2022-10-29T17:40:08Z
102.191.186.173,,24835,RAYA Telecom - Egypt,EG,Cairo,,i/o timeout,,0.05,2022-11-11T00:57:54Z,2022-11-03T05:56:12Z
