ip_address,name,as_number,as_org,country_code,city,version,error,dnssec,reliability,checked_at,created_at
45.130.96.25,,57704,SpeedClick for Information Technology and Communication Ltd,PS,,,connection refused,,0.00,2023-04-20T15:46:00Z,2021-01-30T23:51:29Z
213.244.72.31,gns.paltel.net.,12975,Palestine Telecommunications Company (PALTEL),PS,,9.11.4-P2-RedHat-9.11.4-9.P2.el7,,false,1.00,2021-05-03T22:24:41Z,2021-02-12T17:19:20Z
188.225.225.25,dns2.alami.net.,12754,Coolnet New Communication Provider,PS,,,,false,1.00,2021-09-27T08:07:42Z,2021-09-26T00:56:57Z
176.67.59.199,STATIC-176.67.59.199.mada.ps.,51407,Mada ALArab LTD,PS,,dnsmasq-pi-hole-2.86,,false,1.00,2021-10-01T22:59:20Z,2021-10-01T22:59:20Z
176.67.59.198,STATIC-176.67.59.198.mada.ps.,51407,Mada ALArab LTD,PS,,dnsmasq-pi-hole-2.86,,false,1.00,2021-10-01T23:19:46Z,2021-10-01T23:19:46Z
176.67.59.196,STATIC-176.67.59.196.mada.ps.,51407,Mada ALArab LTD,PS,,dnsmasq-pi-hole-2.86,,false,1.00,2021-10-01T23:42:02Z,2021-10-01T23:42:02Z
45.130.97.58,,57704,SpeedClick for Information Technology and Communication Ltd,PS,,,,false,1.00,2021-10-16T13:11:36Z,2021-10-16T05:34:39Z
212.14.253.242,dns3.gov.ps.,12975,Palestine Telecommunications Company (PALTEL),PS,Jenin,,i/o timeout,,0.00,2023-02-25T20:59:24Z,2022-04-26T00:14:55Z
1.179.40.70,,12975,Palestine Telecommunications Company (PALTEL),PS,Ramallah,,i/o timeout,,0.00,2023-02-08T23:39:33Z,2022-09-02T03:54:21Z
5.44.254.159,,210974,AjyalFi Company for Information and Communication Technology LLC,PS,,,,false,1.00,2022-09-08T07:19:34Z,2022-09-08T07:19:34Z
5.44.254.183,,210974,AjyalFi Company for Information and Communication Technology LLC,PS,,,,false,1.00,2022-09-08T07:19:34Z,2022-09-08T07:19:34Z
5.44.254.247,,210974,AjyalFi Company for Information and Communication Technology LLC,PS,,,,false,1.00,2022-09-08T07:19:34Z,2022-09-08T07:19:34Z
5.44.254.179,,210974,AjyalFi Company for Information and Communication Technology LLC,PS,,,,false,1.00,2022-09-08T07:19:34Z,2022-09-08T07:19:34Z
5.44.254.138,,210974,AjyalFi Company for Information and Communication Technology LLC,PS,,,,false,1.00,2022-09-08T07:19:34Z,2022-09-08T07:19:34Z
5.44.254.24,,210974,AjyalFi Company for Information and Communication Technology LLC,PS,,,,false,0.91,2022-12-26T07:07:42Z,2022-09-08T07:19:35Z
