ip_address,name,as_number,as_org,country_code,city,version,error,dnssec,reliability,checked_at,created_at
2a02:2970:1002::18,dns2.digitalcourage.de.,43847,NbIServ,DE,,,,true,0.83,2023-03-03T05:46:36Z,2020-07-17T22:20:28Z
2a01:4f8:151:34aa::198,dnsforge.de.,24940,Hetzner Online GmbH,DE,,,,true,0.99,2023-03-09T21:47:21Z,2020-07-17T22:21:13Z
2a01:4f8:c0c:1e44::1,,24940,Hetzner Online GmbH,DE,,,i/o timeout,,0.00,2022-12-24T18:06:55Z,2020-07-18T11:52:30Z
2a01:4f8:200:1235::130,,24940,Hetzner Online GmbH,DE,,,i/o timeout,,0.00,2023-02-25T20:46:45Z,2020-07-22T10:06:10Z
2a03:b0c0:3:f0::157:2000,,14061,DIGITALOCEAN-ASN,DE,Frankfurt am Main,,i/o timeout,,0.00,2023-03-01T22:46:47Z,2020-08-09T19:03:19Z
2001:1608:10:25::1c04:b12f,,44066,firstcolo GmbH,DE,,,,true,1.00,2023-04-20T15:46:15Z,2021-01-01T23:36:54Z
2a03:4000:24:688::6e73:31,ptr.0031.6e73.0000.0000.0688.0024.4000.2a03.static.yourvserver.net.,197540,netcup GmbH,DE,,,i/o timeout,,0.00,2023-04-20T15:45:41Z,2021-02-09T22:06:07Z
2a03:4000:24:361::6e73:32,ns2.dnshome.de.,197540,netcup GmbH,DE,,PowerDNS Recursor,,false,1.00,2021-05-03T22:25:01Z,2021-02-09T22:06:07Z
2a01:4f8:c17:739a::2,fdns2.dismail.de.,24940,Hetzner Online GmbH,DE,,,,true,1.00,2021-05-03T22:25:01Z,2021-03-28T20:42:38Z
2a01:7e01::f03c:91ff:febc:322,,63949,"Linode, LLC",DE,Frankfurt am Main,,connection refused,,0.57,2021-05-03T22:25:05Z,2021-03-28T21:03:35Z
2a00:f826:8:2::195,,200462,Lennart Seitz,DE,,BIND,,true,1.00,2023-04-20T15:48:17Z,2021-03-28T21:03:36Z
2a03:4000:4d:c92:88c0:96ff:fec6:b9d,mail.morbitzer.de.,197540,netcup GmbH,DE,,,,false,1.00,2023-04-20T15:48:34Z,2021-03-28T21:03:36Z
2a00:f826:8:1::254,opennic1.eth-services.de.,200462,Lennart Seitz,DE,,BIND,,true,1.00,2021-05-03T22:24:39Z,2021-03-28T21:03:36Z
2001:678:b28::54,recursor01.haj.ipfire.org.,204867,Lightning Wire Labs GmbH,DE,,Lightning Wire Labs DNS Service https://dns.lightningwirelabs.com/,Unexpected result for wikileaks.org: {[[185 165 168 41] [195 35 109 53] [195 35 109 44] [141 105 65 113]]},,0.00,2021-09-01T15:43:47Z,2021-03-28T21:11:23Z
2a03:4000:6:e5fc::1,dns.cheazey.net.,197540,netcup GmbH,DE,,dnsmasq-pi-hole-2.85,,false,0.96,2021-05-03T22:24:36Z,2021-04-21T07:04:38Z
2a0c:8fc0:c3e5::1000,dns2.cheazey.net.,202401,Webhosting24 GmbH,DE,,dnsmasq-pi-hole-2.85,,false,0.96,2021-05-03T22:24:14Z,2021-04-21T07:04:40Z
2a01:4f8:141:316d::117,dnsforge.de.,24940,Hetzner Online GmbH,DE,Mylau,PowerDNS Recursor 4.5.7 (built Nov  5 2021 07:20:14 by root@cbff30d82427),,true,1.00,2021-11-21T23:34:55Z,2021-09-24T04:10:27Z
2a02:c205:3001:4558::1,dismail.de.,51167,Contabo GmbH,DE,,,,true,1.00,2023-02-26T08:51:44Z,2021-09-24T04:10:35Z
2001:41d0:700:537::,srv2.it-df.net.,16276,OVH SAS,DE,Frankfurt am Main,none,,true,1.00,2021-09-27T23:23:58Z,2021-09-27T23:23:58Z
2001:4ba0:ffa4:1ce::,srv4.it-df.net.,24961,myLoc managed IT AG,DE,,none,,true,1.00,2021-09-27T23:24:19Z,2021-09-27T23:24:19Z
2001:678:e68:f000::,,212567,Freie Netze Muenchen e.V.,DE,,dot.ffmuc.net,,true,1.00,2021-09-28T08:02:09Z,2021-09-28T02:34:50Z
2a03:4000:55:d1d::,3gy.de.,197540,netcup GmbH,DE,,PowerDNS Recursor 4.3.5,,true,1.00,2021-10-01T22:07:51Z,2021-09-30T07:43:50Z
2001:4ba0:ffa4:3f7::,srv3.it-df.net.,24961,myLoc managed IT AG,DE,,none,,true,1.00,2021-09-30T11:18:02Z,2021-09-30T11:18:02Z
2001:1bc0::ffff:aaaa:2,trance.probe-networks.de.,29686,Probe Networks,DE,,Make my day,,true,1.00,2021-10-02T14:48:43Z,2021-10-02T14:48:43Z
2001:1bc0::ffff:bbbb:2,ns2.probe-networks.de.,29686,Probe Networks,DE,,Make my day,,false,1.00,2021-10-02T14:48:44Z,2021-10-02T14:48:44Z
2a00:f48:1003:1::759d:c751,,47447,23M GmbH,DE,,dnsmasq-pi-hole-2.80,,false,1.00,2021-10-02T19:09:47Z,2021-10-02T19:09:47Z
2001:41d0:701:1100::39cc,dns.ip6.publicdns.eu.stumptner.it.,16276,OVH SAS,DE,Frankfurt am Main,,connection refused,,0.00,2022-02-17T07:09:05Z,2021-11-15T20:36:47Z
2001:41d0:700:1c0e::1,kim.rbnweb.de.,16276,OVH SAS,DE,,,connection refused,,0.00,2022-04-22T10:11:21Z,2022-02-05T14:52:47Z
2a01:4f8:1c0c:73a2::1,,24940,Hetzner Online GmbH,DE,,,connection refused,,0.01,2022-02-17T13:12:46Z,2022-02-09T23:09:07Z
2a01:4f9:c010:ec27::1,,24940,Hetzner Online GmbH,DE,,,i/o timeout,,0.00,2022-04-22T10:14:47Z,2022-02-09T23:09:08Z
2a01:4ff:f0:289a::1,,213230,Hetzner Online GmbH,DE,,,permission denied,,0.00,2022-02-22T07:09:29Z,2022-02-09T23:09:10Z
2001:41d0:700:1c0e::179,,16276,OVH SAS,DE,,,i/o timeout,,0.00,2023-03-04T00:54:14Z,2022-03-07T10:02:41Z
2001:780:250::beaf,dns.lars-lehmann.net.,12337,noris network AG,DE,,Served by PowerDNS - https://www.powerdns.com/,,true,0.99,2022-04-11T08:04:21Z,2022-03-24T09:52:38Z
2a0c:2500:572:1354::cafe,dns.lars-lehmann.net.,48314,IP-Projects GmbH & Co. KG,DE,,Served by PowerDNS - https://www.powerdns.com/,,true,0.86,2022-04-17T08:01:12Z,2022-03-24T09:52:38Z
2a0a:51c0::7fe,dns.lars-lehmann.net.,48314,IP-Projects GmbH & Co. KG,DE,,Served by PowerDNS - https://www.powerdns.com/,,true,0.80,2022-04-17T08:01:38Z,2022-03-24T09:52:38Z
2003:d9:f21:6400:2ccc:7c5d:889a:d821,p200300d90f2164002ccc7c5d889ad821.dip0.t-ipconnect.de.,3320,Deutsche Telekom AG,DE,Höxter,,permission denied,,0.00,2022-12-20T13:15:15Z,2022-05-03T22:36:02Z
2001:41d0:700:13cb:141:95:6:51,resolver01.carried.cloud.,16276,OVH SAS,DE,,PowerDNS,,true,0.09,2023-02-08T23:36:56Z,2022-07-30T08:13:40Z
2001:41d0:700:121e::212,,16276,OVH SAS,DE,,,i/o timeout,,0.00,2023-01-17T14:28:55Z,2022-07-30T12:09:04Z
